time_s,gpu_total_MB,gpu_process_MB,cpu_rss_MB
357.07,4456.0,4455.0,0.9
358.12,4512.0,4511.0,0.9
359.23,4512.0,4511.0,0.9
360.3,4514.0,4513.0,0.9
361.42,4514.0,4513.0,0.9
362.53,4514.0,4513.0,0.9
363.61,4514.0,4513.0,0.9
364.69,4514.0,4513.0,0.9
365.79,5160.0,5159.0,0.9
366.85,5160.0,5159.0,0.9
367.95,5160.0,5159.0,0.9
369.05,5160.0,5159.0,0.9
370.13,5160.0,5159.0,0.9
371.22,5160.0,5159.0,0.9
372.3,5160.0,5159.0,0.9
373.38,5160.0,5159.0,0.9
374.45,5160.0,5159.0,0.9
375.57,5160.0,5159.0,0.9
376.65,5160.0,5159.0,0.9
377.74,5160.0,5159.0,0.9
378.77,5160.0,5159.0,0.9
379.85,5160.0,5159.0,0.9
380.93,4648.0,4647.0,0.9
381.98,4648.0,4647.0,0.9
383.01,4506.0,4505.0,0.9
384.13,4506.0,4505.0,0.9
385.22,4506.0,4505.0,0.9
386.28,4506.0,4505.0,0.9
387.37,4506.0,4505.0,0.9
388.45,4506.0,4505.0,0.9
389.52,4506.0,4505.0,0.9
390.63,5170.0,5169.0,0.9
391.71,5170.0,5169.0,0.9
392.79,5170.0,5169.0,0.9
393.87,5170.0,5169.0,0.9
394.98,5170.0,5169.0,0.9
396.05,5170.0,5169.0,0.9
397.09,5172.0,5171.0,0.9
398.12,5172.0,5171.0,0.9
399.22,5172.0,5171.0,0.9
400.28,5172.0,5171.0,0.9
401.35,5172.0,5171.0,0.9
402.47,5172.0,5171.0,0.9
403.58,4416.0,4415.0,0.9
404.71,4648.0,4647.0,0.9
405.81,4434.0,4433.0,0.9
406.85,4504.0,4503.0,0.9
407.87,4504.0,4503.0,0.9
408.95,4504.0,4503.0,0.9
409.98,4504.0,4503.0,0.9
411.02,4504.0,4503.0,0.9
412.16,4504.0,4503.0,0.9
413.26,5170.0,5169.0,0.9
414.33,5170.0,5169.0,0.9
415.39,5170.0,5169.0,0.9
416.48,5170.0,5169.0,0.9
417.61,5170.0,5169.0,0.9
418.7,5170.0,5169.0,0.9
419.79,5170.0,5169.0,0.9
420.85,5170.0,5169.0,0.9
421.88,5170.0,5169.0,0.9
422.94,5170.0,5169.0,0.9
424.12,5170.0,5169.0,0.9
425.16,5170.0,5169.0,0.9
426.26,4648.0,4647.0,0.9
427.36,4434.0,4433.0,0.9
428.44,4510.0,4509.0,0.9
429.51,4512.0,4511.0,0.9
430.59,4512.0,4511.0,0.9
431.71,4512.0,4511.0,0.9
432.74,4512.0,4511.0,0.9
433.79,4512.0,4511.0,0.9
434.87,5172.0,5171.0,0.9
435.94,5172.0,5171.0,0.9
437.02,5172.0,5171.0,0.9
438.09,5172.0,5171.0,0.9
439.14,5172.0,5171.0,0.9
440.26,5172.0,5171.0,0.9
441.36,5172.0,5171.0,0.9
442.39,5172.0,5171.0,0.9
443.48,5172.0,5171.0,0.9
444.59,5172.0,5171.0,0.9
445.69,5172.0,5171.0,0.9
446.78,5172.0,5171.0,0.9
447.81,4668.0,4667.0,0.9
448.87,4668.0,4667.0,0.9
449.91,4454.0,4453.0,0.9
450.96,4510.0,4509.0,0.9
452.01,4512.0,4511.0,0.9
453.08,4512.0,4511.0,0.9
454.16,4512.0,4511.0,0.9
455.23,4512.0,4511.0,0.9
456.34,4512.0,4511.0,0.9
457.41,5172.0,5171.0,0.9
458.44,5174.0,5173.0,0.9
459.47,5174.0,5173.0,0.9
460.52,5174.0,5173.0,0.9
461.55,5174.0,5173.0,0.9
462.59,5174.0,5173.0,0.9
463.64,5174.0,5173.0,0.9
464.68,5174.0,5173.0,0.9
465.73,5174.0,5173.0,0.9
466.79,5174.0,5173.0,0.9
467.83,5174.0,5173.0,0.9
468.87,5174.0,5173.0,0.9
469.91,5174.0,5173.0,0.9
471.0,5174.0,5173.0,0.9
472.06,4648.0,4647.0,0.9
473.11,4436.0,4435.0,0.9
474.17,4490.0,4489.0,0.9
475.29,4506.0,4505.0,0.9
476.35,4506.0,4505.0,0.9
477.4,4506.0,4505.0,0.9
478.47,4506.0,4505.0,0.9
479.52,4506.0,4505.0,0.9
480.55,4506.0,4505.0,0.9
481.62,5172.0,5171.0,0.9
482.67,5172.0,5171.0,0.9
483.75,5172.0,5171.0,0.9
484.82,5172.0,5171.0,0.9
485.88,5172.0,5171.0,0.9
486.96,5174.0,5173.0,0.9
488.06,5174.0,5173.0,0.9
489.14,5174.0,5173.0,0.9
490.24,5174.0,5173.0,0.9
491.31,5174.0,5173.0,0.9
492.37,5174.0,5173.0,0.9
493.43,5174.0,5173.0,0.9
494.47,5174.0,5173.0,0.9
495.56,4648.0,4647.0,0.9
496.61,4648.0,4647.0,0.9
497.71,4512.0,4511.0,0.9
498.77,4512.0,4511.0,0.9
499.83,4512.0,4511.0,0.9
500.88,4512.0,4511.0,0.9
502.02,4512.0,4511.0,0.9
503.19,4512.0,4511.0,0.9
504.27,4512.0,4511.0,0.9
505.4,4512.0,4511.0,0.9
506.5,5158.0,5157.0,0.9
507.6,5160.0,5159.0,0.9
508.69,5160.0,5159.0,0.9
509.81,5160.0,5159.0,0.9
510.9,5160.0,5159.0,0.9
512.0,5160.0,5159.0,0.9
513.17,5160.0,5159.0,0.9
514.28,5160.0,5159.0,0.9
515.39,5160.0,5159.0,0.9
516.5,5160.0,5159.0,0.9
517.55,5160.0,5159.0,0.9
518.63,5160.0,5159.0,0.9
519.7,5160.0,5159.0,0.9
520.75,5160.0,5159.0,0.9
521.83,4668.0,4667.0,0.9
523.01,4668.0,4667.0,0.9
524.09,4510.0,4509.0,0.9
525.15,4512.0,4511.0,0.9
526.26,4512.0,4511.0,0.9
527.34,4512.0,4511.0,0.9
528.45,4512.0,4511.0,0.9
529.55,4512.0,4511.0,0.9
530.58,4512.0,4511.0,0.9
531.7,5172.0,5171.0,0.9
532.79,5174.0,5173.0,0.9
533.89,5174.0,5173.0,0.9
535.01,5174.0,5173.0,0.9
536.04,5174.0,5173.0,0.9
537.13,5174.0,5173.0,0.9
538.24,5174.0,5173.0,0.9
539.35,5174.0,5173.0,0.9
540.43,5174.0,5173.0,0.9
541.55,5174.0,5173.0,0.9
542.65,5174.0,5173.0,0.9
543.72,5174.0,5173.0,0.9
544.77,5174.0,5173.0,0.9
545.81,5174.0,5173.0,0.9
546.89,4668.0,4667.0,0.9
547.97,4668.0,4667.0,0.9
549.06,4510.0,4509.0,0.9
550.16,4512.0,4511.0,0.9
551.26,4514.0,4513.0,0.9
552.41,4514.0,4513.0,0.9
553.52,4514.0,4513.0,0.9
554.69,4514.0,4513.0,0.9
555.75,4514.0,4513.0,0.9
556.87,5174.0,5173.0,0.9
557.93,5174.0,5173.0,0.9
559.04,5174.0,5173.0,0.9
560.11,5174.0,5173.0,0.9
561.25,5174.0,5173.0,0.9
562.39,5174.0,5173.0,0.9
563.44,5174.0,5173.0,0.9
564.49,5174.0,5173.0,0.9
565.55,5174.0,5173.0,0.9
566.66,5174.0,5173.0,0.9
567.79,5174.0,5173.0,0.9
568.89,5174.0,5173.0,0.9
570.01,4416.0,4415.0,0.9
571.08,4648.0,4647.0,0.9
572.18,4514.0,4513.0,0.9
573.26,4514.0,4513.0,0.9
574.32,4514.0,4513.0,0.9
575.38,4514.0,4513.0,0.9
576.42,4514.0,4513.0,0.9
577.53,4514.0,4513.0,0.9
578.61,5174.0,5173.0,0.9
579.74,5174.0,5173.0,0.9
580.79,5176.0,5175.0,0.9
581.95,5176.0,5175.0,0.9
583.01,5176.0,5175.0,0.9
584.05,5176.0,5175.0,0.9
585.08,5176.0,5175.0,0.9
586.19,5176.0,5175.0,0.9
587.33,5176.0,5175.0,0.9
588.43,5176.0,5175.0,0.9
589.49,5176.0,5175.0,0.9
590.55,5176.0,5175.0,0.9
591.66,4668.0,4667.0,0.9
592.76,4668.0,4667.0,0.9
593.87,4454.0,4453.0,0.9
594.95,4512.0,4511.0,0.9
596.09,4512.0,4511.0,0.9
597.23,4512.0,4511.0,0.9
598.35,4512.0,4511.0,0.9
599.43,4512.0,4511.0,0.9
600.55,4512.0,4511.0,0.9
601.63,4512.0,4511.0,0.9
602.74,5172.0,5171.0,0.9
603.93,5172.0,5171.0,0.9
605.04,5172.0,5171.0,0.9
606.16,5174.0,5173.0,0.9
607.25,5174.0,5173.0,0.9
608.33,5174.0,5173.0,0.9
609.41,5174.0,5173.0,0.9
610.52,5174.0,5173.0,0.9
611.64,5174.0,5173.0,0.9
612.68,5174.0,5173.0,0.9
613.78,5174.0,5173.0,0.9
614.91,5174.0,5173.0,0.9
616.02,5174.0,5173.0,0.9
617.12,4648.0,4647.0,0.9
618.2,4648.0,4647.0,0.9
619.37,4510.0,4509.0,0.9
620.42,4512.0,4511.0,0.9
621.45,4512.0,4511.0,0.9
622.48,4512.0,4511.0,0.9
623.56,4512.0,4511.0,0.9
624.65,4512.0,4511.0,0.9
625.73,4512.0,4511.0,0.9
626.81,5172.0,5171.0,0.9
627.9,5172.0,5171.0,0.9
628.97,5172.0,5171.0,0.9
630.03,5174.0,5173.0,0.9
631.12,5174.0,5173.0,0.9
632.17,5174.0,5173.0,0.9
633.29,5174.0,5173.0,0.9
634.34,5174.0,5173.0,0.9
635.44,5174.0,5173.0,0.9
636.52,5174.0,5173.0,0.9
637.59,5174.0,5173.0,0.9
638.66,5174.0,5173.0,0.9
639.72,5174.0,5173.0,0.9
640.77,5174.0,5173.0,0.9
641.83,5174.0,5173.0,0.9
642.9,4668.0,4667.0,0.9
643.93,4668.0,4667.0,0.9
645.01,4688.0,4687.0,0.9
646.07,4668.0,4667.0,0.9
647.13,4668.0,4667.0,0.9
648.19,4688.0,4687.0,0.9
649.23,4436.0,4435.0,0.9
650.31,4668.0,4667.0,0.9
651.36,4456.0,4455.0,0.9
652.47,4532.0,4531.0,0.9
653.51,4534.0,4533.0,0.9
654.57,4534.0,4533.0,0.9
655.61,4534.0,4533.0,0.9
656.65,4534.0,4533.0,0.9
657.7,4534.0,4533.0,0.9
658.75,4534.0,4533.0,0.9
659.79,4534.0,4533.0,0.9
660.87,4534.0,4533.0,0.9
661.95,5174.0,5173.0,0.9
663.0,5176.0,5175.0,0.9
664.12,5176.0,5175.0,0.9
665.18,5176.0,5175.0,0.9
666.27,5176.0,5175.0,0.9
667.31,5176.0,5175.0,0.9
668.38,5176.0,5175.0,0.9
669.46,5176.0,5175.0,0.9
670.5,5176.0,5175.0,0.9
671.55,5176.0,5175.0,0.9
672.59,5176.0,5175.0,0.9
673.67,5176.0,5175.0,0.9
674.78,5176.0,5175.0,0.9
675.85,5176.0,5175.0,0.9
676.93,5176.0,5175.0,0.9
678.02,5176.0,5175.0,0.9
679.13,5176.0,5175.0,0.9
680.23,5176.0,5175.0,0.9
681.37,5176.0,5175.0,0.9
682.43,4436.0,4435.0,0.9
683.51,4668.0,4667.0,0.9
684.57,4688.0,4687.0,0.9
685.6,4688.0,4687.0,0.9
686.64,4668.0,4667.0,0.9
687.7,4668.0,4667.0,0.9
688.79,4688.0,4687.0,0.9
689.89,4668.0,4667.0,0.9
690.92,4668.0,4667.0,0.9
691.97,4454.0,4453.0,0.9
693.01,4530.0,4529.0,0.9
694.06,4532.0,4531.0,0.9
695.11,4532.0,4531.0,0.9
696.18,4532.0,4531.0,0.9
697.21,4532.0,4531.0,0.9
698.26,4532.0,4531.0,0.9
699.34,4532.0,4531.0,0.9
700.4,5172.0,5171.0,0.9
701.48,5172.0,5171.0,0.9
702.59,5172.0,5171.0,0.9
703.67,5172.0,5171.0,0.9
704.76,5172.0,5171.0,0.9
705.84,5172.0,5171.0,0.9
706.86,5172.0,5171.0,0.9
707.92,5172.0,5171.0,0.9
709.0,5174.0,5173.0,0.9
710.07,5174.0,5173.0,0.9
711.12,5174.0,5173.0,0.9
712.21,5174.0,5173.0,0.9
713.28,5174.0,5173.0,0.9
714.33,5174.0,5173.0,0.9
715.36,4668.0,4667.0,0.9
716.45,4668.0,4667.0,0.9
717.5,4688.0,4687.0,0.9
718.61,4434.0,4433.0,0.9
719.65,4668.0,4667.0,0.9
720.77,4688.0,4687.0,0.9
721.9,4688.0,4687.0,0.9
722.98,4668.0,4667.0,0.9
724.04,4668.0,4667.0,0.9
725.16,4532.0,4531.0,0.9
726.25,4532.0,4531.0,0.9
727.3,4532.0,4531.0,0.9
728.33,4532.0,4531.0,0.9
729.47,4532.0,4531.0,0.9
730.51,4532.0,4531.0,0.9
731.64,4532.0,4531.0,0.9
732.72,4532.0,4531.0,0.9
733.81,4532.0,4531.0,0.9
734.89,5192.0,5191.0,0.9
735.94,5192.0,5191.0,0.9
737.05,5192.0,5191.0,0.9
738.14,5192.0,5191.0,0.9
739.21,5192.0,5191.0,0.9
740.24,5192.0,5191.0,0.9
741.28,5192.0,5191.0,0.9
742.38,5192.0,5191.0,0.9
743.47,5192.0,5191.0,0.9
744.55,5192.0,5191.0,0.9
745.68,5192.0,5191.0,0.9
746.8,5192.0,5191.0,0.9
747.85,5192.0,5191.0,0.9
748.89,5192.0,5191.0,0.9
749.93,5192.0,5191.0,0.9
751.03,5192.0,5191.0,0.9
752.1,4668.0,4667.0,0.9
753.19,4668.0,4667.0,0.9
754.34,4688.0,4687.0,0.9
755.47,4688.0,4687.0,0.9
756.59,4668.0,4667.0,0.9
757.66,4668.0,4667.0,0.9
758.76,4688.0,4687.0,0.9
759.83,4668.0,4667.0,0.9
760.89,4668.0,4667.0,0.9
761.92,4474.0,4473.0,0.9
762.97,4550.0,4549.0,0.9
764.03,4552.0,4551.0,0.9
765.09,4552.0,4551.0,0.9
766.16,4552.0,4551.0,0.9
767.28,4552.0,4551.0,0.9
768.36,4552.0,4551.0,0.9
769.39,4552.0,4551.0,0.9
770.47,4552.0,4551.0,0.9
771.56,5210.0,5209.0,0.9
772.65,5212.0,5211.0,0.9
773.68,5212.0,5211.0,0.9
774.73,5212.0,5211.0,0.9
775.82,5212.0,5211.0,0.9
776.88,5212.0,5211.0,0.9
777.99,5212.0,5211.0,0.9
779.09,5212.0,5211.0,0.9
780.14,5212.0,5211.0,0.9
781.17,5212.0,5211.0,0.9
782.23,5212.0,5211.0,0.9
783.3,5212.0,5211.0,0.9
784.38,5212.0,5211.0,0.9
785.5,5212.0,5211.0,0.9
786.58,4668.0,4667.0,0.9
787.67,4668.0,4667.0,0.9
788.72,4688.0,4687.0,0.9
789.79,4688.0,4687.0,0.9
790.89,4668.0,4667.0,0.9
791.98,4454.0,4453.0,0.9
793.06,4688.0,4687.0,0.9
794.14,4668.0,4667.0,0.9
795.23,4668.0,4667.0,0.9
796.27,4476.0,4475.0,0.9
797.35,4552.0,4551.0,0.9
798.44,4554.0,4553.0,0.9
799.56,4554.0,4553.0,0.9
800.63,4554.0,4553.0,0.9
801.7,4554.0,4553.0,0.9
802.78,4554.0,4553.0,0.9
803.91,4554.0,4553.0,0.9
804.97,5212.0,5211.0,0.9
806.06,5212.0,5211.0,0.9
807.1,5212.0,5211.0,0.9
808.16,5212.0,5211.0,0.9
809.29,5212.0,5211.0,0.9
810.41,5212.0,5211.0,0.9
811.52,5212.0,5211.0,0.9
812.58,5212.0,5211.0,0.9
813.68,5212.0,5211.0,0.9
814.83,5212.0,5211.0,0.9
815.91,5214.0,5213.0,0.9
816.98,5214.0,5213.0,0.9
818.05,5214.0,5213.0,0.9
819.16,5214.0,5213.0,0.9
820.2,5214.0,5213.0,0.9
821.27,5214.0,5213.0,0.9
822.36,4456.0,4455.0,0.9
823.45,4668.0,4667.0,0.9
824.57,4434.0,4433.0,0.9
825.67,4688.0,4687.0,0.9
826.75,4668.0,4667.0,0.9
827.88,4668.0,4667.0,0.9
828.98,4680.0,4679.0,0.9
830.07,4680.0,4679.0,0.9
831.19,4668.0,4667.0,0.9
832.26,4668.0,4667.0,0.9
833.33,4532.0,4531.0,0.9
834.43,4534.0,4533.0,0.9
835.47,4534.0,4533.0,0.9
836.62,4534.0,4533.0,0.9
837.7,4534.0,4533.0,0.9
838.82,4534.0,4533.0,0.9
839.94,4534.0,4533.0,0.9
841.06,4534.0,4533.0,0.9
